flare_id,cme_id,cme speed,cme type,cme start time,flare start time,flare peak time,flare end time,flare type,flare power(w/m^2)
2014-11-03T11:23:00-FLR-001,2014-11-03T12:12:00-CME-001,443.0,S,"11/03/2014, 12:12:00","11/03/2014, 11:23:00","11/03/2014, 11:53:00","11/03/2014, 12:17:00",M2.2,2.2000000000000003e-05
2014-11-03T22:15:00-FLR-001,2014-11-03T23:12:00-CME-001,601.0,C,"11/03/2014, 23:12:00","11/03/2014, 22:15:00","11/03/2014, 22:40:00","11/03/2014, 22:53:00",M6.5,6.500000000000001e-05
2014-11-04T07:59:00-FLR-001,2014-11-04T09:12:00-CME-001,610.0,C,"11/04/2014, 09:12:00","11/04/2014, 07:59:00","11/04/2014, 08:38:00","11/04/2014, 08:51:00",M2.6,2.6000000000000002e-05
2014-11-04T08:52:00-FLR-001,2014-11-04T09:12:00-CME-001,610.0,C,"11/04/2014, 09:12:00","11/04/2014, 08:52:00","11/04/2014, 09:04:00","11/04/2014, 09:13:00",M2.3,2.3e-05
2014-11-05T09:26:00-FLR-001,2014-11-05T10:12:00-CME-001,460.0,S,"11/05/2014, 10:12:00","11/05/2014, 09:26:00","11/05/2014, 09:47:00","11/05/2014, 09:55:00",M7.9,7.900000000000001e-05
2014-11-05T18:50:00-FLR-001,2014-11-05T20:00:00-CME-001,407.0,S,"11/05/2014, 20:00:00","11/05/2014, 18:50:00","11/05/2014, 19:44:00","11/05/2014, 20:15:00",M2.9,2.9e-05
2014-11-06T03:32:00-FLR-001,2014-11-06T04:00:00-CME-001,477.0,S,"11/06/2014, 04:00:00","11/06/2014, 03:32:00","11/06/2014, 03:46:00","11/06/2014, 04:02:00",M5.4,5.4000000000000005e-05
2014-11-07T04:12:00-FLR-001,2014-11-07T04:17:00-CME-001,546.0,C,"11/07/2014, 04:17:00","11/07/2014, 04:12:00","11/07/2014, 04:25:00","11/07/2014, 04:38:00",M2.0,2e-05
2014-11-07T16:53:00-FLR-001,2014-11-07T18:08:00-CME-001,800.0,C,"11/07/2014, 18:08:00","11/07/2014, 16:53:00","11/07/2014, 17:26:00","11/07/2014, 17:34:00",X1.6,0.00016
2014-11-15T20:38:00-FLR-001,2014-11-15T21:12:00-CME-001,180.0,S,"11/15/2014, 21:12:00","11/15/2014, 20:38:00","11/15/2014, 20:46:00","11/15/2014, 20:50:00",M3.7,3.7000000000000005e-05
2014-12-17T01:41:00-FLR-001,2014-12-17T02:00:00-CME-001,1103.0,O,"12/17/2014, 02:00:00","12/17/2014, 01:41:00","12/17/2014, 01:50:00","12/17/2014, 01:57:00",M1.1,1.1000000000000001e-05
2014-12-17T04:25:00-FLR-001,2014-12-17T05:00:00-CME-001,603.0,C,"12/17/2014, 05:00:00","12/17/2014, 04:25:00","12/17/2014, 04:51:00","12/17/2014, 05:20:00",M8.7,8.7e-05
2014-12-18T21:41:00-FLR-001,2014-12-19T00:27:00-CME-001,885.0,C,"12/19/2014, 00:27:00","12/18/2014, 21:41:00","12/18/2014, 21:58:00","12/18/2014, 22:25:00",M6.9,6.900000000000001e-05
2014-12-20T00:11:00-FLR-001,2014-12-20T01:25:00-CME-001,964.0,C,"12/20/2014, 01:25:00","12/20/2014, 00:11:00","12/20/2014, 00:24:00","12/20/2014, 00:55:00",X1.8,0.00018
2015-01-13T04:13:00-FLR-001,2015-01-13T05:24:00-CME-001,560.0,C,"01/13/2015, 05:24:00","01/13/2015, 04:13:00","01/13/2015, 04:24:00","01/13/2015, 04:38:00",M5.6,5.6e-05
2015-02-09T22:59:00-FLR-001,2015-02-09T23:24:00-CME-001,1040.0,O,"02/09/2015, 23:24:00","02/09/2015, 22:59:00","02/09/2015, 23:35:00","02/10/2015, 00:12:00",M2.4,2.4e-05
2015-02-24T09:54:00-FLR-001,2015-02-24T10:12:00-CME-001,830.0,C,"02/24/2015, 10:12:00","02/24/2015, 09:54:00","02/24/2015, 10:57:00","02/24/2015, 11:53:00",C1.4,1.4e-06
2015-03-06T04:14:00-FLR-001,2015-03-06T04:49:00-CME-001,900.0,C,"03/06/2015, 04:49:00","03/06/2015, 04:14:00","03/06/2015, 04:57:00","03/06/2015, 05:27:00",M3.0,3.0000000000000004e-05
2015-03-06T06:55:00-FLR-001,2015-03-06T07:12:00-CME-001,1500.0,O,"03/06/2015, 07:12:00","03/06/2015, 06:55:00","03/06/2015, 08:15:00","03/06/2015, 08:28:00",M1.5,1.5000000000000002e-05
2015-03-07T21:45:00-FLR-001,2015-03-07T22:24:00-CME-001,1200.0,O,"03/07/2015, 22:24:00","03/07/2015, 21:45:00","03/07/2015, 22:22:00","03/07/2015, 22:58:00",M9.2,9.2e-05
2015-03-09T23:29:00-FLR-001,2015-03-10T00:00:00-CME-001,1200.0,O,"03/10/2015, 00:00:00","03/09/2015, 23:29:00","03/09/2015, 23:53:00","03/10/2015, 00:12:00",M5.8,5.8e-05
2015-03-10T03:19:00-FLR-001,2015-03-10T03:36:00-CME-001,1500.0,O,"03/10/2015, 03:36:00","03/10/2015, 03:19:00","03/10/2015, 03:24:00","03/10/2015, 03:28:00",M5.1,5.1e-05
2015-03-11T16:11:00-FLR-001,2015-03-11T18:00:00-CME-001,1500.0,O,"03/11/2015, 18:00:00","03/11/2015, 16:11:00","03/11/2015, 16:22:00","03/11/2015, 16:29:00",X2.2,0.00022000000000000003
2015-03-15T01:15:00-FLR-001,2015-03-15T02:00:00-CME-001,1000.0,O,"03/15/2015, 02:00:00","03/15/2015, 01:15:00","03/15/2015, 02:13:00","03/15/2015, 02:13:00",C9.1,9.1e-06
2015-03-17T22:49:00-FLR-001,2015-03-18T00:12:00-CME-001,498.0,S,"03/18/2015, 00:12:00","03/17/2015, 22:49:00","03/17/2015, 23:34:00","03/17/2015, 23:48:00",M1.0,1e-05
2015-04-12T08:51:00-FLR-001,2015-04-12T10:00:00-CME-001,350.0,S,"04/12/2015, 10:00:00","04/12/2015, 08:51:00","04/12/2015, 09:50:00","04/12/2015, 10:44:00",M1.1,1.1000000000000001e-05
2015-04-18T14:03:00-FLR-001,2015-04-18T15:12:00-CME-001,450.0,S,"04/18/2015, 15:12:00","04/18/2015, 14:03:00","04/18/2015, 14:19:00","04/18/2015, 14:39:00",C5.2,5.2e-06
2015-04-21T10:17:00-FLR-001,2015-04-21T10:36:00-CME-001,1800.0,O,"04/21/2015, 10:36:00","04/21/2015, 10:17:00","04/21/2015, 10:40:00","04/21/2015, 10:59:00",M2.2,2.2000000000000003e-05
2015-04-23T09:18:00-FLR-001,2015-04-23T09:36:00-CME-001,627.0,C,"04/23/2015, 09:36:00","04/23/2015, 09:18:00","04/23/2015, 10:07:00","04/23/2015, 10:07:00",M1.1,1.1000000000000001e-05
2015-05-05T22:05:00-FLR-001,2015-05-05T22:24:00-CME-001,725.0,C,"05/05/2015, 22:24:00","05/05/2015, 22:05:00","05/05/2015, 22:11:00","05/05/2015, 22:15:00",X2.7,0.00027000000000000006
2015-05-12T02:15:00-FLR-001,2015-05-12T02:48:00-CME-001,610.0,C,"05/12/2015, 02:48:00","05/12/2015, 02:15:00","05/12/2015, 03:22:00","05/12/2015, 03:42:00",C2.6,2.6e-06
2015-05-13T18:09:00-FLR-001,2015-05-13T18:48:00-CME-001,354.0,S,"05/13/2015, 18:48:00","05/13/2015, 18:09:00","05/13/2015, 18:18:00","05/13/2015, 18:38:00",C9.2,9.199999999999998e-06
2015-06-09T19:55:00-FLR-001,2015-06-09T20:00:00-CME-001,853.0,C,"06/09/2015, 20:00:00","06/09/2015, 19:55:00","06/09/2015, 20:06:00","06/09/2015, 20:20:00",C2.8,2.8e-06
2015-06-18T16:33:00-FLR-001,2015-06-18T17:24:00-CME-001,1000.0,O,"06/18/2015, 17:24:00","06/18/2015, 16:33:00","06/18/2015, 17:36:00","06/18/2015, 18:25:00",M3.0,3.0000000000000004e-05
2015-06-21T01:02:00-FLR-001,2015-06-21T02:48:00-CME-001,1250.0,O,"06/21/2015, 02:48:00","06/21/2015, 01:02:00","06/21/2015, 01:42:00","06/21/2015, 02:00:00",M2.0,2e-05
2015-06-21T02:06:00-FLR-001,2015-06-21T02:48:00-CME-001,1250.0,O,"06/21/2015, 02:48:00","06/21/2015, 02:06:00","06/21/2015, 02:36:00","06/21/2015, 03:02:00",M2.6,2.6000000000000002e-05
2015-06-22T17:39:00-FLR-001,2015-06-22T18:36:00-CME-001,1155.0,O,"06/22/2015, 18:36:00","06/22/2015, 17:39:00","06/22/2015, 18:23:00","06/22/2015, 18:51:00",M6.5,6.500000000000001e-05
2015-06-25T08:02:00-FLR-001,2015-06-25T08:36:00-CME-001,1450.0,O,"06/25/2015, 08:36:00","06/25/2015, 08:02:00","06/25/2015, 08:16:00","06/25/2015, 09:05:00",M7.9,7.900000000000001e-05
2015-07-19T09:22:00-FLR-001,2015-07-19T09:48:00-CME-001,763.0,C,"07/19/2015, 09:48:00","07/19/2015, 09:22:00","07/19/2015, 10:40:00","07/19/2015, 13:02:00",C2.1,2.1e-06
2015-08-21T09:34:00-FLR-001,2015-08-21T10:24:00-CME-001,350.0,S,"08/21/2015, 10:24:00","08/21/2015, 09:34:00","08/21/2015, 09:48:00","08/21/2015, 10:07:00",M1.4,1.4e-05
2015-08-22T06:39:00-FLR-001,2015-08-22T07:24:00-CME-001,1057.0,O,"08/22/2015, 07:24:00","08/22/2015, 06:39:00","08/22/2015, 06:49:00","08/22/2015, 06:59:00",M1.2,1.2e-05
2015-09-20T17:32:00-FLR-001,2015-09-20T18:12:00-CME-001,1100.0,O,"09/20/2015, 18:12:00","09/20/2015, 17:32:00","09/20/2015, 18:03:00","09/20/2015, 18:29:00",M2.1,2.1000000000000002e-05
2015-09-28T03:45:00-FLR-001,2015-09-28T05:12:00-CME-001,387.0,S,"09/28/2015, 05:12:00","09/28/2015, 03:45:00","09/28/2015, 03:55:00","09/28/2015, 03:59:00",M3.6,3.6e-05
2015-10-22T02:13:00-FLR-001,2015-10-22T03:12:00-CME-001,861.0,C,"10/22/2015, 03:12:00","10/22/2015, 02:13:00","10/22/2015, 03:40:00","10/22/2015, 07:44:00",C4.4,4.4e-06
2015-11-04T03:20:00-FLR-001,2015-11-04T03:48:00-CME-001,369.0,S,"11/04/2015, 03:48:00","11/04/2015, 03:20:00","11/04/2015, 03:25:00","11/04/2015, 03:29:00",M1.9,1.9e-05
2015-11-04T13:30:00-FLR-001,2015-11-04T14:24:00-CME-001,780.0,C,"11/04/2015, 14:24:00","11/04/2015, 13:30:00","11/04/2015, 13:52:00","11/04/2015, 14:13:00",M3.7,3.7000000000000005e-05
2015-12-01T07:59:00-FLR-001,2015-12-01T09:54:00-CME-001,310.0,S,"12/01/2015, 09:54:00","12/01/2015, 07:59:00","12/01/2015, 08:10:00","12/01/2015, 08:30:00",C3.6,3.6e-06
2015-12-16T08:34:00-FLR-001,2015-12-16T09:36:00-CME-001,650.0,C,"12/16/2015, 09:36:00","12/16/2015, 08:34:00","12/16/2015, 09:03:00","12/16/2015, 09:23:00",C6.6,6.5999999999999995e-06
2015-12-21T00:52:00-FLR-001,2015-12-21T01:24:00-CME-001,416.0,S,"12/21/2015, 01:24:00","12/21/2015, 00:52:00","12/21/2015, 01:03:00","12/21/2015, 01:11:00",M2.8,2.8e-05
2015-12-21T10:09:00-FLR-001,2015-12-21T10:48:00-CME-001,309.0,S,"12/21/2015, 10:48:00","12/21/2015, 10:09:00","12/21/2015, 10:19:00","12/21/2015, 10:32:00",M1.1,1.1000000000000001e-05
2015-12-23T00:23:00-FLR-001,2015-12-23T01:09:00-CME-001,501.0,C,"12/23/2015, 01:09:00","12/23/2015, 00:23:00","12/23/2015, 00:40:00","12/23/2015, 00:52:00",M4.7,4.7000000000000004e-05
2015-12-28T11:20:00-FLR-001,2015-12-28T12:39:00-CME-001,850.0,C,"12/28/2015, 12:39:00","12/28/2015, 11:20:00","12/28/2015, 12:45:00","12/28/2015, 14:09:00",M1.8,1.8e-05
2016-01-01T23:00:00-FLR-001,2016-01-01T23:12:00-CME-001,1588.0,O,"01/01/2016, 23:12:00","01/01/2016, 23:00:00","01/02/2015, 00:10:00",Invalid format / no data.,M2.3,2.3e-05
2016-01-28T11:48:00-FLR-001,2016-01-28T12:24:00-CME-001,500.0,C,"01/28/2016, 12:24:00","01/28/2016, 11:48:00","01/28/2016, 12:02:00","01/28/2016, 12:56:00",C9.6,9.6e-06
2016-02-11T20:18:00-FLR-001,2016-02-11T21:28:00-CME-001,450.0,S,"02/11/2016, 21:28:00","02/11/2016, 20:18:00","02/11/2016, 21:03:00","02/11/2016, 22:27:00",C8.9,8.9e-06
2016-03-16T06:34:00-FLR-001,2016-03-16T07:00:00-CME-001,670.0,C,"03/16/2016, 07:00:00","03/16/2016, 06:34:00","03/16/2016, 06:45:00","03/16/2016, 06:57:00",C2.2,2.2e-06
2016-04-09T12:08:00-FLR-001,2016-04-09T13:36:00-CME-001,311.0,S,"04/09/2016, 13:36:00","04/09/2016, 12:08:00","04/09/2016, 13:42:00","04/09/2016, 16:00:00",C2.8,2.8e-06
2016-04-18T00:14:00-FLR-001,2016-04-18T00:36:00-CME-001,689.0,C,"04/18/2016, 00:36:00","04/18/2016, 00:14:00","04/18/2016, 00:29:00","04/18/2016, 00:39:00",M6.7,6.7e-05
2016-06-27T09:42:00-FLR-001,2016-06-27T10:24:00-CME-001,440.0,S,"06/27/2016, 10:24:00","06/27/2016, 09:42:00","06/27/2016, 09:58:00","06/27/2016, 10:24:00",B5.8,5.8e-07
2016-07-10T00:53:00-FLR-001,2016-07-10T00:53:00-CME-001,444.0,S,"07/10/2016, 00:53:00","07/10/2016, 00:53:00","07/10/2016, 00:59:00",Invalid format / no data.,C8.6,8.599999999999999e-06
2016-07-23T05:00:00-FLR-001,2016-07-23T05:24:00-CME-001,740.0,C,"07/23/2016, 05:24:00","07/23/2016, 05:00:00","07/23/2016, 05:16:00","07/23/2016, 05:24:00",M7.6,7.6e-05
2016-07-23T05:27:00-FLR-001,2016-07-23T05:24:00-CME-001,740.0,C,"07/23/2016, 05:24:00","07/23/2016, 05:27:00","07/23/2016, 05:31:00","07/23/2016, 05:33:00",M5.5,5.5e-05
2016-12-10T16:48:00-FLR-001,2016-12-10T17:24:00-CME-001,237.0,S,"12/10/2016, 17:24:00","12/10/2016, 16:48:00","12/10/2016, 17:15:00","12/10/2016, 17:35:00",C4.0,4e-06
2017-03-27T11:07:00-FLR-001,2017-03-27T12:12:00-CME-001,337.0,S,"03/27/2017, 12:12:00","03/27/2017, 11:07:00","03/27/2017, 11:12:00","03/27/2017, 12:43:00",C3.2,3.2e-06
2017-04-01T21:35:00-FLR-001,2017-04-01T22:12:00-CME-001,609.0,C,"04/01/2017, 22:12:00","04/01/2017, 21:35:00","04/01/2017, 21:48:00","04/01/2017, 22:05:00",M4.4,4.4000000000000006e-05
2017-04-02T07:48:00-FLR-001,2017-04-02T09:09:00-CME-001,438.0,S,"04/02/2017, 09:09:00","04/02/2017, 07:48:00","04/02/2017, 08:02:00","04/02/2017, 08:13:00",M5.3,5.3e-05
2017-04-02T18:18:00-FLR-001,2017-04-02T20:09:00-CME-001,538.0,C,"04/02/2017, 20:09:00","04/02/2017, 18:18:00","04/02/2017, 18:38:00","04/02/2017, 19:28:00",M2.1,2.1000000000000002e-05
2017-04-03T00:54:00-FLR-001,2017-04-03T01:48:00-CME-001,298.0,S,"04/03/2017, 01:48:00","04/03/2017, 00:54:00","04/03/2017, 01:05:00","04/03/2017, 01:12:00",M1.2,1.2e-05
2017-04-03T14:21:00-FLR-001,2017-04-03T15:36:00-CME-001,516.0,C,"04/03/2017, 15:36:00","04/03/2017, 14:21:00","04/03/2017, 14:29:00","04/03/2017, 14:34:00",M5.8,5.8e-05
2017-04-18T09:29:00-FLR-001,2017-04-18T10:00:00-CME-001,512.0,C,"04/18/2017, 10:00:00","04/18/2017, 09:29:00","04/18/2017, 09:41:00",Invalid format / no data.,C3.3,3.2999999999999997e-06
2017-04-18T19:15:00-FLR-001,2017-04-18T19:48:00-CME-001,934.0,C,"04/18/2017, 19:48:00","04/18/2017, 19:15:00","04/18/2017, 20:10:00",Invalid format / no data.,C5.5,5.5e-06
2017-07-02T12:15:00-FLR-001,2017-07-02T13:25:00-CME-001,462.0,S,"07/02/2017, 13:25:00","07/02/2017, 12:15:00","07/02/2017, 12:39:00",Invalid format / no data.,B3.1,3.1e-07
2017-07-14T01:07:00-FLR-001,2017-07-14T01:36:00-CME-001,750.0,C,"07/14/2017, 01:36:00","07/14/2017, 01:07:00","07/14/2017, 02:09:00","07/14/2017, 03:24:00",M2.4,2.4e-05
2017-07-15T19:21:00-FLR-001,2017-07-15T21:24:00-CME-001,589.0,C,"07/15/2017, 21:24:00","07/15/2017, 19:21:00","07/15/2017, 19:36:00",Invalid format / no data.,C5.8,5.7999999999999995e-06
2017-08-15T12:20:00-FLR-001,2017-08-15T13:48:00-CME-001,370.0,S,"08/15/2017, 13:48:00","08/15/2017, 12:20:00","08/15/2017, 13:51:00","08/15/2017, 14:50:00",C1.1,1.1e-06
2017-08-19T21:28:00-FLR-001,2017-08-19T23:09:00-CME-001,302.0,S,"08/19/2017, 23:09:00","08/19/2017, 21:28:00","08/19/2017, 21:55:00","08/19/2017, 22:22:00",C7.0,7e-06
2017-09-02T15:23:00-FLR-001,2017-09-02T16:00:00-CME-001,625.0,C,"09/02/2017, 16:00:00","09/02/2017, 15:23:00","09/02/2017, 15:41:00","09/02/2017, 17:27:00",C7.7,7.699999999999999e-06
2017-09-04T15:11:00-FLR-001,2017-09-04T19:39:00-CME-001,710.0,C,"09/04/2017, 19:39:00","09/04/2017, 15:11:00","09/04/2017, 15:30:00","09/04/2017, 15:33:00",M1.5,1.5000000000000002e-05
2017-09-04T18:05:00-FLR-001,2017-09-04T19:39:00-CME-001,710.0,C,"09/04/2017, 19:39:00","09/04/2017, 18:05:00","09/04/2017, 18:22:00","09/04/2019, 18:31:00",M1.0,1e-05
2017-09-04T20:15:00-FLR-001,2017-09-04T20:36:00-CME-001,1114.0,O,"09/04/2017, 20:36:00","09/04/2017, 20:15:00","09/04/2017, 20:33:00","09/04/2017, 20:37:00",M5.5,5.5e-05
2017-09-06T11:53:00-FLR-001,2017-09-06T12:24:00-CME-001,1238.0,O,"09/06/2017, 12:24:00","09/06/2017, 11:53:00","09/06/2017, 12:02:00","09/06/2017, 12:10:00",X9.3,0.0009300000000000002
2017-09-07T10:11:00-FLR-001,2017-09-07T10:48:00-CME-001,597.0,C,"09/07/2017, 10:48:00","09/07/2017, 10:11:00","09/07/2017, 10:15:00","09/07/2017, 10:18:00",M7.3,7.3e-05
2017-09-07T14:20:00-FLR-001,2017-09-07T15:12:00-CME-001,477.0,S,"09/07/2017, 15:12:00","09/07/2017, 14:20:00","09/07/2017, 14:36:00","09/07/2017, 14:55:00",X1.3,0.00013000000000000002
2017-09-07T23:51:00-FLR-001,2017-09-07T23:36:00-CME-001,395.0,S,"09/07/2017, 23:36:00","09/07/2017, 23:51:00","09/07/2017, 23:59:00","09/08/2017, 00:14:00",M3.9,3.9e-05
2017-09-08T03:39:00-FLR-001,2017-09-08T04:17:00-CME-001,442.0,S,"09/08/2017, 04:17:00","09/08/2017, 03:39:00","09/08/2017, 03:43:00","09/08/2017, 03:46:00",M1.2,1.2e-05
2017-09-08T07:40:00-FLR-001,2017-09-08T07:24:00-CME-001,450.0,S,"09/08/2017, 07:24:00","09/08/2017, 07:40:00","09/08/2017, 07:49:00","09/08/2017, 07:58:00",M8.1,8.1e-05
2017-09-10T15:35:00-FLR-001,2017-09-10T16:09:00-CME-001,2650.0,R,"09/10/2017, 16:09:00","09/10/2017, 15:35:00","09/10/2017, 16:06:00","09/10/2017, 16:31:00",X8.2,0.00082
2017-09-12T07:23:00-FLR-001,2017-09-12T08:09:00-CME-001,450.0,S,"09/12/2017, 08:09:00","09/12/2017, 07:23:00","09/12/2017, 07:29:00","09/12/2017, 07:48:00",C3.0,3e-06
2017-10-20T23:10:00-FLR-001,2017-10-21T00:12:00-CME-001,406.0,S,"10/21/2017, 00:12:00","10/20/2017, 23:10:00","10/20/2017, 23:28:00","10/21/2017, 23:37:00",M1.1,1.1000000000000001e-05
2018-02-12T00:15:00-FLR-001,2018-02-12T01:25:00-CME-001,554.0,C,"02/12/2018, 01:25:00","02/12/2018, 00:15:00","02/12/2018, 01:35:00","02/12/2018, 03:21:00",C1.5,1.5e-06
2018-03-30T07:57:00-FLR-001,2018-03-30T08:48:00-CME-001,381.0,S,"03/30/2018, 08:48:00","03/30/2018, 07:57:00","03/30/2018, 08:04:00","03/30/2018, 08:08:00",C4.6,4.599999999999999e-06
2019-03-08T03:07:00-FLR-001,2019-03-08T04:17:00-CME-001,340.0,S,"03/08/2019, 04:17:00","03/08/2019, 03:07:00","03/08/2019, 03:18:00",Invalid format / no data.,C1.3,1.3e-06
2019-03-20T07:05:00-FLR-001,2019-03-20T08:24:00-CME-001,541.0,C,"03/20/2019, 08:24:00","03/20/2019, 07:05:00","03/20/2019, 07:14:00",Invalid format / no data.,B6.1,6.1e-07
2019-03-20T10:35:00-FLR-001,2019-03-20T08:24:00-CME-001,541.0,C,"03/20/2019, 08:24:00","03/20/2019, 10:35:00","03/20/2019, 11:18:00",Invalid format / no data.,C4.8,4.8e-06
