class_type,end_time(zulu),flare_id,linked_events,peak_time(zulu),power(w/m^2),start_time(zulu)
M3.0,"03/06/2015, 05:27:00",2015-03-06T04:14:00-FLR-001,"[{'activityID': '2015-03-06T04:49:00-CME-001'}, {'activityID': '2015-03-06T19:20:00-SEP-001'}]","03/06/2015, 04:57:00",3.0000000000000004e-05,"03/06/2015, 04:14:00"
M1.5,"03/06/2015, 08:28:00",2015-03-06T06:55:00-FLR-001,[{'activityID': '2015-03-06T07:12:00-CME-001'}],"03/06/2015, 08:15:00",1.5000000000000002e-05,"03/06/2015, 06:55:00"
M9.2,"03/07/2015, 22:58:00",2015-03-07T21:45:00-FLR-001,[{'activityID': '2015-03-07T22:24:00-CME-001'}],"03/07/2015, 22:22:00",9.2e-05,"03/07/2015, 21:45:00"
M4.5,"03/09/2015, 14:37:00",2015-03-09T14:22:00-FLR-001,['None Found.'],"03/09/2015, 14:33:00",4.5e-05,"03/09/2015, 14:22:00"
M5.8,"03/10/2015, 00:12:00",2015-03-09T23:29:00-FLR-001,[{'activityID': '2015-03-10T00:00:00-CME-001'}],"03/09/2015, 23:53:00",5.8e-05,"03/09/2015, 23:29:00"
M5.1,"03/10/2015, 03:28:00",2015-03-10T03:19:00-FLR-001,[{'activityID': '2015-03-10T03:36:00-CME-001'}],"03/10/2015, 03:24:00",5.1e-05,"03/10/2015, 03:19:00"
M2.9,"03/11/2015, 00:06:00",2015-03-10T23:46:00-FLR-001,['None Found.'],"03/11/2015, 00:02:00",2.9e-05,"03/10/2015, 23:46:00"
M1.8,"03/11/2015, 07:43:00",2015-03-11T07:10:00-FLR-001,['None Found.'],"03/11/2015, 07:18:00",1.8e-05,"03/11/2015, 07:10:00"
M2.6,"03/11/2015, 08:03:00",2015-03-11T07:51:00-FLR-001,['None Found.'],"03/11/2015, 07:57:00",2.6000000000000002e-05,"03/11/2015, 07:51:00"
X2.2,"03/11/2015, 16:29:00",2015-03-11T16:11:00-FLR-001,[{'activityID': '2015-03-11T18:00:00-CME-001'}],"03/11/2015, 16:22:00",0.00022000000000000003,"03/11/2015, 16:11:00"
M1.0,"03/11/2015, 18:57:00",2015-03-11T18:37:00-FLR-001,['None Found.'],"03/11/2015, 18:51:00",1e-05,"03/11/2015, 18:37:00"
M3.2,"03/12/2015, 04:50:00",2015-03-12T04:41:00-FLR-001,['None Found.'],"03/12/2015, 04:46:00",3.2000000000000005e-05,"03/12/2015, 04:41:00"
M1.6,"03/12/2015, 12:02:00",2015-03-12T11:38:00-FLR-001,['None Found.'],"03/12/2015, 11:50:00",1.6000000000000003e-05,"03/12/2015, 11:38:00"
M1.4,"03/12/2015, 12:18:00",2015-03-12T12:09:00-FLR-001,['None Found.'],"03/12/2015, 12:14:00",1.4e-05,"03/12/2015, 12:09:00"
M4.2,"03/12/2015, 14:13:00",2015-03-12T13:50:00-FLR-001,['None Found.'],"03/12/2015, 14:08:00",4.2000000000000004e-05,"03/12/2015, 13:50:00"
M2.7,"03/12/2015, 21:56:00",2015-03-12T21:44:00-FLR-001,['None Found.'],"03/12/2015, 21:51:00",2.7000000000000002e-05,"03/12/2015, 21:44:00"
M1.2,"03/13/2015, 04:16:00",2015-03-13T03:47:00-FLR-001,['None Found.'],"03/13/2015, 04:01:00",1.2e-05,"03/13/2015, 03:47:00"
M1.8,"03/13/2015, 06:12:00",2015-03-13T05:49:00-FLR-001,['None Found.'],"03/13/2015, 06:07:00",1.8e-05,"03/13/2015, 05:49:00"
M1.3,"03/14/2015, 04:54:00",2015-03-14T04:23:00-FLR-001,['None Found.'],"03/14/2015, 04:40:00",1.3000000000000001e-05,"03/14/2015, 04:23:00"
C9.1,"03/15/2015, 02:13:00",2015-03-15T01:15:00-FLR-001,"[{'activityID': '2015-03-15T02:00:00-CME-001'}, {'activityID': '2015-03-16T07:36:00-SEP-001'}]","03/15/2015, 02:13:00",9.1e-06,"03/15/2015, 01:15:00"
M1.0,"03/15/2015, 09:46:00",2015-03-15T09:36:00-FLR-001,['None Found.'],"03/15/2015, 09:40:00",1e-05,"03/15/2015, 09:36:00"
M1.2,"03/15/2015, 23:38:00",2015-03-15T22:42:00-FLR-001,['None Found.'],"03/15/2015, 23:22:00",1.2e-05,"03/15/2015, 22:42:00"
M1.6,"03/16/2015, 11:17:00",2015-03-16T10:39:00-FLR-001,['None Found.'],"03/16/2015, 10:58:00",1.6000000000000003e-05,"03/16/2015, 10:39:00"
M1.0,"03/17/2015, 23:48:00",2015-03-17T22:49:00-FLR-001,[{'activityID': '2015-03-18T00:12:00-CME-001'}],"03/17/2015, 23:34:00",1e-05,"03/17/2015, 22:49:00"
M1.4,"04/08/2015, 14:47:00",2015-04-08T14:37:00-FLR-001,['None Found.'],"04/08/2015, 14:43:00",1.4e-05,"04/08/2015, 14:37:00"
M1.1,"04/12/2015, 10:44:00",2015-04-12T08:51:00-FLR-001,[{'activityID': '2015-04-12T10:00:00-CME-001'}],"04/12/2015, 09:50:00",1.1000000000000001e-05,"04/12/2015, 08:51:00"
C5.2,"04/18/2015, 14:39:00",2015-04-18T14:03:00-FLR-001,[{'activityID': '2015-04-18T15:12:00-CME-001'}],"04/18/2015, 14:19:00",5.2e-06,"04/18/2015, 14:03:00"
M1.0,"04/21/2015, 07:27:00",2015-04-21T07:08:00-FLR-001,['None Found.'],"04/21/2015, 07:21:00",1e-05,"04/21/2015, 07:08:00"
M2.2,"04/21/2015, 10:59:00",2015-04-21T10:17:00-FLR-001,[{'activityID': '2015-04-21T10:36:00-CME-001'}],"04/21/2015, 10:40:00",2.2000000000000003e-05,"04/21/2015, 10:17:00"
M2.2,"04/21/2015, 12:02:00",2015-04-21T11:49:00-FLR-001,['None Found.'],"04/21/2015, 11:57:00",2.2000000000000003e-05,"04/21/2015, 11:49:00"
M4.0,"04/21/2015, 15:51:00",2015-04-21T15:24:00-FLR-001,['None Found.'],"04/21/2015, 15:45:00",4e-05,"04/21/2015, 15:24:00"
M2.1,"04/21/2015, 17:09:00",2015-04-21T16:55:00-FLR-001,['None Found.'],"04/21/2015, 17:00:00",2.1000000000000002e-05,"04/21/2015, 16:55:00"
M1.8,"04/21/2015, 21:55:00",2015-04-21T21:39:00-FLR-001,['None Found.'],"04/21/2015, 21:45:00",1.8e-05,"04/21/2015, 21:39:00"
M1.2,"04/21/2015, 22:04:00",2015-04-21T21:58:00-FLR-001,['None Found.'],"04/21/2015, 22:01:00",1.2e-05,"04/21/2015, 21:58:00"
M1.1,"04/22/2015, 08:58:00",2015-04-22T08:30:00-FLR-001,['None Found.'],"04/22/2015, 08:44:00",1.1000000000000001e-05,"04/22/2015, 08:30:00"
M1.1,"04/23/2015, 10:07:00",2015-04-23T09:18:00-FLR-001,[{'activityID': '2015-04-23T09:36:00-CME-001'}],"04/23/2015, 10:07:00",1.1000000000000001e-05,"04/23/2015, 09:18:00"
M1.9,"05/05/2015, 09:51:00",2015-05-05T09:42:00-FLR-001,['None Found.'],"05/05/2015, 09:47:00",1.9e-05,"05/05/2015, 09:42:00"
M1.2,"05/05/2015, 13:56:00",2015-05-05T13:45:00-FLR-001,['None Found.'],"05/05/2015, 13:53:00",1.2e-05,"05/05/2015, 13:45:00"
M1.3,"05/05/2015, 14:32:00",2015-05-05T14:19:00-FLR-001,['None Found.'],"05/05/2015, 14:25:00",1.3000000000000001e-05,"05/05/2015, 14:19:00"
M2.6,"05/05/2015, 17:30:00",2015-05-05T17:12:00-FLR-001,['None Found.'],"05/05/2015, 17:24:00",2.6000000000000002e-05,"05/05/2015, 17:12:00"
X2.7,"05/05/2015, 22:15:00",2015-05-05T22:05:00-FLR-001,[{'activityID': '2015-05-05T22:24:00-CME-001'}],"05/05/2015, 22:11:00",0.00027000000000000006,"05/05/2015, 22:05:00"
M1.9,"05/06/2015, 11:51:00",2015-05-06T11:45:00-FLR-001,['None Found.'],"05/06/2015, 11:49:00",1.9e-05,"05/06/2015, 11:45:00"
C2.6,"05/12/2015, 03:42:00",2015-05-12T02:15:00-FLR-001,[{'activityID': '2015-05-12T02:48:00-CME-001'}],"05/12/2015, 03:22:00",2.6e-06,"05/12/2015, 02:15:00"
C9.2,"05/13/2015, 18:38:00",2015-05-13T18:09:00-FLR-001,[{'activityID': '2015-05-13T18:48:00-CME-001'}],"05/13/2015, 18:18:00",9.199999999999998e-06,"05/13/2015, 18:09:00"
C5.8,"06/09/2015, 04:09:00",2015-06-09T03:40:00-FLR-001,['None Found.'],"06/09/2015, 03:53:00",5.7999999999999995e-06,"06/09/2015, 03:40:00"
C2.8,"06/09/2015, 20:20:00",2015-06-09T19:55:00-FLR-001,[{'activityID': '2015-06-09T20:00:00-CME-001'}],"06/09/2015, 20:06:00",2.8e-06,"06/09/2015, 19:55:00"
M1.0,"06/11/2015, 09:00:00",2015-06-11T08:50:00-FLR-001,['None Found.'],"06/11/2015, 08:55:00",1e-05,"06/11/2015, 08:50:00"
M1.3,"06/13/2015, 07:47:00",2015-06-13T07:20:00-FLR-001,['None Found.'],"06/13/2015, 07:29:00",1.3000000000000001e-05,"06/13/2015, 07:20:00"
M2.0,"06/14/2015, 01:09:00",2015-06-14T00:52:00-FLR-001,['None Found.'],"06/14/2015, 00:59:00",2e-05,"06/14/2015, 00:52:00"
M1.2,"06/18/2015, 01:55:00",2015-06-18T00:34:00-FLR-001,"[{'activityID': '2015-06-18T09:25:00-SEP-001'}, {'activityID': '2015-06-18T15:30:00-SEP-001'}]","06/18/2015, 01:27:00",1.2e-05,"06/18/2015, 00:34:00"
M3.0,"06/18/2015, 18:25:00",2015-06-18T16:33:00-FLR-001,[{'activityID': '2015-06-18T17:24:00-CME-001'}],"06/18/2015, 17:36:00",3.0000000000000004e-05,"06/18/2015, 16:33:00"
M1.0,"06/20/2015, 07:09:00",2015-06-20T06:28:00-FLR-001,['None Found.'],"06/20/2016, 06:48:00",1e-05,"06/20/2015, 06:28:00"
M2.0,"06/21/2015, 02:00:00",2015-06-21T01:02:00-FLR-001,"[{'activityID': '2015-06-21T02:48:00-CME-001'}, {'activityID': '2015-06-21T20:35:00-SEP-001'}]","06/21/2015, 01:42:00",2e-05,"06/21/2015, 01:02:00"
M2.6,"06/21/2015, 03:02:00",2015-06-21T02:06:00-FLR-001,"[{'activityID': '2015-06-21T02:48:00-CME-001'}, {'activityID': '2015-06-21T20:35:00-SEP-001'}]","06/21/2015, 02:36:00",2.6000000000000002e-05,"06/21/2015, 02:06:00"
M3.8,"06/21/2015, 09:50:00",2015-06-21T09:38:00-FLR-001,[{'activityID': '2015-06-21T20:35:00-SEP-001'}],"06/21/2015, 09:44:00",3.8e-05,"06/21/2015, 09:38:00"
M1.1,"06/21/2015, 18:28:00",2015-06-21T18:10:00-FLR-001,[{'activityID': '2015-06-21T20:35:00-SEP-001'}],"06/21/2015, 18:20:00",1.1000000000000001e-05,"06/21/2015, 18:10:00"
M6.5,"06/22/2015, 18:51:00",2015-06-22T17:39:00-FLR-001,[{'activityID': '2015-06-22T18:36:00-CME-001'}],"06/22/2015, 18:23:00",6.500000000000001e-05,"06/22/2015, 17:39:00"
C5.6,"06/24/2015, 16:20:00",2015-06-24T15:14:00-FLR-001,['None Found.'],"06/24/2015, 15:29:00",5.6e-06,"06/24/2015, 15:14:00"
M7.9,"06/25/2015, 09:05:00",2015-06-25T08:02:00-FLR-001,"[{'activityID': '2015-06-25T08:36:00-CME-001'}, {'activityID': '2015-06-25T18:00:00-SEP-001'}, {'activityID': '2015-06-26T01:20:00-SEP-001'}]","06/25/2015, 08:16:00",7.900000000000001e-05,"06/25/2015, 08:02:00"
C2.4,"06/29/2015, 18:14:00",2015-06-29T17:58:00-FLR-001,['None Found.'],"06/29/2015, 18:07:00",2.4e-06,"06/29/2015, 17:58:00"
M1.5,"07/03/2015, 12:53:00",2015-07-03T12:47:00-FLR-001,['None Found.'],"07/03/2015, 12:51:00",1.5000000000000002e-05,"07/03/2015, 12:47:00"
M1.0,"07/06/2015, 08:59:00",2015-07-06T08:24:00-FLR-001,['None Found.'],"07/06/2015, 08:44:00",1e-05,"07/06/2015, 08:24:00"
M1.7,"07/06/2015, 20:50:00",2015-07-06T20:32:00-FLR-001,['None Found.'],"07/06/2015, 20:40:00",1.7e-05,"07/06/2015, 20:32:00"
C2.1,"07/19/2015, 13:02:00",2015-07-19T09:22:00-FLR-001,[{'activityID': '2015-07-19T09:48:00-CME-001'}],"07/19/2015, 10:40:00",2.1e-06,"07/19/2015, 09:22:00"
C3.4,"08/20/2015, 06:22:00",2015-08-20T05:05:00-FLR-001,['None Found.'],"08/20/2015, 05:27:00",3.3999999999999996e-06,"08/20/2015, 05:05:00"
M1.2,"08/21/2015, 02:36:00",2015-08-21T01:56:00-FLR-001,['None Found.'],"08/21/2015, 02:18:00",1.2e-05,"08/21/2015, 01:56:00"
M1.4,"08/21/2015, 10:07:00",2015-08-21T09:34:00-FLR-001,[{'activityID': '2015-08-21T10:24:00-CME-001'}],"08/21/2015, 09:48:00",1.4e-05,"08/21/2015, 09:34:00"
M1.1,"08/21/2015, 20:50:00",2015-08-21T19:10:00-FLR-001,['None Found.'],"08/21/2015, 20:34:00",1.1000000000000001e-05,"08/21/2015, 19:10:00"
M1.2,"08/22/2015, 06:59:00",2015-08-22T06:39:00-FLR-001,[{'activityID': '2015-08-22T07:24:00-CME-001'}],"08/22/2015, 06:49:00",1.2e-05,"08/22/2015, 06:39:00"
M2.2,"08/22/2015, 13:29:00",2015-08-22T13:17:00-FLR-001,['None Found.'],"08/22/2015, 13:23:00",2.2000000000000003e-05,"08/22/2015, 13:17:00"
M3.5,"08/22/2015, 21:28:00",2015-08-22T21:19:00-FLR-001,['None Found.'],"08/22/2015, 21:24:00",3.5000000000000004e-05,"08/22/2015, 21:19:00"
M5.6,"08/24/2015, 07:35:00",2015-08-24T07:26:00-FLR-001,['None Found.'],"08/24/2015, 07:33:00",5.6e-05,"08/24/2015, 07:26:00"
M1.0,"08/24/2015, 17:49:00",2015-08-24T17:40:00-FLR-001,['None Found.'],"08/24/2015, 17:46:00",1e-05,"08/24/2015, 17:40:00"
M2.9,"08/27/2015, 06:03:00",2015-08-27T04:48:00-FLR-001,['None Found.'],"08/27/2015, 05:44:00",2.9e-05,"08/27/2015, 04:48:00"
M2.2,"08/28/2015, 13:23:00",2015-08-28T13:04:00-FLR-001,['None Found.'],"08/28/2015, 13:16:00",2.2000000000000003e-05,"08/28/2015, 13:04:00"
M2.1,"08/28/2015, 19:06:00",2015-08-28T18:56:00-FLR-001,['None Found.'],"08/28/2015, 19:03:00",2.1000000000000002e-05,"08/28/2015, 18:56:00"
M1.4,"08/30/2015, 04:23:00",2015-08-30T02:01:00-FLR-001,['None Found.'],"08/30/2015, 03:30:00",1.4e-05,"08/30/2015, 02:01:00"
C1.3,Invalid format / no data.,2015-09-11T21:30:00-FLR-001,['None Found.'],"09/11/2015, 21:37:00",1.3e-06,"09/11/2015, 21:30:00"
M1.5,"09/20/2015, 05:17:00",2015-09-20T04:55:00-FLR-001,['None Found.'],"09/20/2015, 05:03:00",1.5000000000000002e-05,"09/20/2015, 04:55:00"
M2.1,"09/20/2015, 18:29:00",2015-09-20T17:32:00-FLR-001,[{'activityID': '2015-09-20T18:12:00-CME-001'}],"09/20/2015, 18:03:00",2.1000000000000002e-05,"09/20/2015, 17:32:00"
M1.9,"09/27/2015, 10:46:00",2015-09-27T10:20:00-FLR-001,['None Found.'],"09/27/2015, 10:40:00",1.9e-05,"09/27/2015, 10:20:00"
M1.0,"09/27/2015, 21:15:00",2015-09-27T20:54:00-FLR-001,['None Found.'],"09/27/2015, 21:00:00",1e-05,"09/27/2015, 20:54:00"
M3.6,"09/28/2015, 03:59:00",2015-09-28T03:45:00-FLR-001,[{'activityID': '2015-09-28T05:12:00-CME-001'}],"09/28/2015, 03:55:00",3.6e-05,"09/28/2015, 03:45:00"
M1.1,"09/28/2015, 07:46:00",2015-09-28T07:27:00-FLR-001,['None Found.'],"09/28/2015, 07:34:00",1.1000000000000001e-05,"09/28/2015, 07:27:00"
M1.1,"09/28/2015, 13:29:00",2015-09-28T13:01:00-FLR-001,['None Found.'],"09/28/2015, 13:18:00",1.1000000000000001e-05,"09/28/2015, 13:01:00"
M7.6,"09/28/2015, 15:03:00",2015-09-28T14:53:00-FLR-001,['None Found.'],"09/28/2015, 14:58:00",7.6e-05,"09/28/2015, 14:53:00"
M1.2,"09/29/2015, 03:31:00",2015-09-29T03:11:00-FLR-001,['None Found.'],"09/29/2015, 03:16:00",1.2e-05,"09/29/2015, 03:11:00"
M1.1,"09/29/2015, 03:53:00",2015-09-29T03:41:00-FLR-001,['None Found.'],"09/29/2015, 03:43:00",1.1000000000000001e-05,"09/29/2015, 03:41:00"
C5.1,"09/29/2015, 04:55:00",2015-09-29T04:41:00-FLR-001,['None Found.'],"09/29/2015, 04:46:00",5.0999999999999995e-06,"09/29/2015, 04:41:00"
M2.9,"09/29/2015, 05:33:00",2015-09-29T05:05:00-FLR-001,['None Found.'],"09/29/2015, 05:16:00",2.9e-05,"09/29/2015, 05:05:00"
M1.2,"09/29/2015, 05:39:00",2015-09-29T05:33:00-FLR-001,['None Found.'],"09/29/2015, 05:37:00",1.2e-05,"09/29/2015, 05:33:00"
M1.0,"09/29/2015, 06:04:00",2015-09-29T05:53:00-FLR-001,['None Found.'],"09/29/2015, 05:56:00",1e-05,"09/29/2015, 05:53:00"
C8.6,"09/29/2015, 06:23:00",2015-09-29T06:15:00-FLR-001,['None Found.'],"09/29/2015, 06:18:00",8.599999999999999e-06,"09/29/2015, 06:15:00"
M1.4,"09/29/2015, 06:46:00",2015-09-29T06:39:00-FLR-001,['None Found.'],"09/29/2015, 06:43:00",1.4e-05,"09/29/2015, 06:39:00"
M1.3,"09/29/2015, 08:51:00",2015-09-29T08:46:00-FLR-001,['None Found.'],"09/29/2015, 08:55:00",1.3000000000000001e-05,"09/29/2015, 08:46:00"
C5.2,"09/29/2015, 09:28:00",2015-09-29T09:22:00-FLR-001,['None Found.'],"09/29/2015, 09:26:00",5.2e-06,"09/29/2015, 09:22:00"
M1.6,"09/29/2015, 11:20:00",2015-09-29T11:09:00-FLR-001,['None Found.'],"09/29/2015, 11:15:00",1.6000000000000003e-05,"09/29/2015, 11:09:00"
M1.1,"09/29/2015, 19:27:00",2015-09-29T19:20:00-FLR-001,['None Found.'],"09/29/2015, 19:24:00",1.1000000000000001e-05,"09/29/2015, 19:20:00"
M1.3,"09/30/2015, 11:13:00",2015-09-30T10:49:00-FLR-001,['None Found.'],"09/30/2015, 10:59:00",1.3000000000000001e-05,"09/30/2015, 10:49:00"
M1.1,"09/30/2015, 13:21:00",2015-09-30T13:18:00-FLR-001,['None Found.'],"09/30/2015, 13:20:00",1.1000000000000001e-05,"09/30/2015, 13:18:00"
M4.5,"10/01/2015, 13:14:00",2015-10-01T13:03:00-FLR-001,['None Found.'],"10/01/2015, 13:10:00",4.5e-05,"10/01/2015, 13:03:00"
M5.5,"10/02/2015, 00:17:00",2015-10-02T00:08:00-FLR-001,['None Found.'],"10/02/2015, 00:13:00",5.5e-05,"10/02/2015, 00:08:00"
M1.0,"10/02/2015, 12:31:00",2015-10-02T12:21:00-FLR-001,['None Found.'],"10/02/2015, 12:26:00",1e-05,"10/02/2015, 12:21:00"
M1.0,"10/02/2015, 17:25:00",2015-10-02T17:10:00-FLR-001,['None Found.'],"10/02/2015, 17:18:00",1e-05,"10/02/2015, 17:10:00"
M1.0,"10/04/2015, 02:48:00",2015-10-04T02:36:00-FLR-001,['None Found.'],"10/04/2015, 02:41:00",1e-05,"10/04/2015, 02:36:00"
M1.1,"10/15/2015, 23:37:00",2015-10-15T23:27:00-FLR-001,['None Found.'],"10/15/2015, 23:31:00",1.1000000000000001e-05,"10/15/2015, 23:27:00"
M1.1,"10/16/2015, 06:20:00",2015-10-16T06:11:00-FLR-001,['None Found.'],"10/16/2015, 06:16:00",1.1000000000000001e-05,"10/16/2015, 06:11:00"
M1.1,"10/17/2015, 20:28:00",2015-10-17T20:09:00-FLR-001,['None Found.'],"10/17/2015, 20:23:00",1.1000000000000001e-05,"10/17/2015, 20:09:00"
M1.5,"10/17/2015, 20:46:00",2015-10-17T20:35:00-FLR-001,['None Found.'],"10/17/2015, 20:42:00",1.5000000000000002e-05,"10/17/2015, 20:35:00"
C4.4,"10/22/2015, 07:44:00",2015-10-22T02:13:00-FLR-001,[{'activityID': '2015-10-22T03:12:00-CME-001'}],"10/22/2015, 03:40:00",4.4e-06,"10/22/2015, 02:13:00"
C1.1,"10/29/2015, 01:40:00",2015-10-29T01:03:00-FLR-001,"[{'activityID': '2015-10-29T04:00:00-SEP-001'}, {'activityID': '2015-10-29T04:35:00-SEP-001'}, {'activityID': '2015-10-29T05:50:00-SEP-001'}]","10/29/2015, 01:25:00",1.1e-06,"10/29/2015, 01:03:00"
M1.0,"10/31/2015, 17:55:00",2015-10-31T17:48:00-FLR-001,['None Found.'],"10/31/2015, 17:52:00",1e-05,"10/31/2015, 17:48:00"
C5.5,"11/03/2015, 19:31:00",2015-11-03T18:43:00-FLR-001,['None Found.'],"11/03/2015, 19:09:00",5.5e-06,"11/03/2015, 18:43:00"
M1.9,"11/04/2015, 03:29:00",2015-11-04T03:20:00-FLR-001,[{'activityID': '2015-11-04T03:48:00-CME-001'}],"11/04/2015, 03:25:00",1.9e-05,"11/04/2015, 03:20:00"
C4.6,"11/04/2015, 09:09:00",2015-11-04T08:47:00-FLR-001,['None Found.'],"11/04/2015, 09:00:00",4.599999999999999e-06,"11/04/2015, 08:47:00"
M2.6,"11/04/2015, 12:12:00",2015-11-04T11:56:00-FLR-001,['None Found.'],"11/04/2015, 12:03:00",2.6000000000000002e-05,"11/04/2015, 11:56:00"
M3.7,"11/04/2015, 14:13:00",2015-11-04T13:30:00-FLR-001,[{'activityID': '2015-11-04T14:24:00-CME-001'}],"11/04/2015, 13:52:00",3.7000000000000005e-05,"11/04/2015, 13:30:00"
M3.9,"11/09/2015, 13:28:00",2015-11-09T12:49:00-FLR-001,['None Found.'],"11/09/2015, 13:12:00",3.9e-05,"11/09/2015, 12:49:00"
