class_type,end_time(zulu),flare_id,linked_events,peak_time(zulu),power(w/m^2),start_time(zulu)
C3.6,"12/01/2015, 08:30:00",2015-12-01T07:59:00-FLR-001,[{'activityID': '2015-12-01T09:54:00-CME-001'}],"12/01/2015, 08:10:00",3.6e-06,"12/01/2015, 07:59:00"
C6.6,"12/16/2015, 09:23:00",2015-12-16T08:34:00-FLR-001,[{'activityID': '2015-12-16T09:36:00-CME-001'}],"12/16/2015, 09:03:00",6.5999999999999995e-06,"12/16/2015, 08:34:00"
M2.8,"12/21/2015, 01:11:00",2015-12-21T00:52:00-FLR-001,[{'activityID': '2015-12-21T01:24:00-CME-001'}],"12/21/2015, 01:03:00",2.8e-05,"12/21/2015, 00:52:00"
M1.1,"12/21/2015, 10:32:00",2015-12-21T10:09:00-FLR-001,[{'activityID': '2015-12-21T10:48:00-CME-001'}],"12/21/2015, 10:19:00",1.1000000000000001e-05,"12/21/2015, 10:09:00"
M1.6,"12/22/2015, 03:48:00",2015-12-22T03:15:00-FLR-001,['None Found.'],"12/22/2015, 03:34:00",1.6000000000000003e-05,"12/22/2015, 03:15:00"
C6.3,"12/22/2015, 13:53:00",2015-12-22T13:06:00-FLR-001,['None Found.'],"12/22/2015, 13:38:00",6.3e-06,"12/22/2015, 13:06:00"
M4.7,"12/23/2015, 00:52:00",2015-12-23T00:23:00-FLR-001,[{'activityID': '2015-12-23T01:09:00-CME-001'}],"12/23/2015, 00:40:00",4.7000000000000004e-05,"12/23/2015, 00:23:00"
M1.1,"12/24/2015, 02:22:00",2015-12-24T01:49:00-FLR-001,['None Found.'],"12/24/2015, 02:12:00",1.1000000000000001e-05,"12/24/2015, 01:49:00"
M1.8,"12/28/2015, 14:09:00",2015-12-28T11:20:00-FLR-001,[{'activityID': '2015-12-28T12:39:00-CME-001'}],"12/28/2015, 12:45:00",1.8e-05,"12/28/2015, 11:20:00"
C6.8,"12/29/2015, 10:43:00",2015-12-29T10:11:00-FLR-001,['None Found.'],"12/29/2015, 10:32:00",6.799999999999999e-06,"12/29/2015, 10:11:00"
M2.3,Invalid format / no data.,2016-01-01T23:00:00-FLR-001,"[{'activityID': '2016-01-01T23:12:00-CME-001'}, {'activityID': '2016-01-02T02:48:00-SEP-001'}, {'activityID': '2016-01-02T04:30:00-SEP-001'}]","01/02/2015, 00:10:00",2.3e-05,"01/01/2016, 23:00:00"
C9.6,"01/28/2016, 12:56:00",2016-01-28T11:48:00-FLR-001,[{'activityID': '2016-01-28T12:24:00-CME-001'}],"01/28/2016, 12:02:00",9.6e-06,"01/28/2016, 11:48:00"
C5.1,"02/04/2016, 18:28:00",2016-02-04T18:15:00-FLR-001,['None Found.'],"02/04/2016, 18:22:00",5.0999999999999995e-06,"02/04/2016, 18:15:00"
C8.9,"02/11/2016, 22:27:00",2016-02-11T20:18:00-FLR-001,[{'activityID': '2016-02-11T21:28:00-CME-001'}],"02/11/2016, 21:03:00",8.9e-06,"02/11/2016, 20:18:00"
M1.0,"02/12/2016, 10:53:00",2016-02-12T10:37:00-FLR-001,['None Found.'],"02/12/2016, 10:47:00",1e-05,"02/12/2016, 10:37:00"
M1.8,"02/13/2016, 15:26:00",2016-02-13T15:18:00-FLR-001,['None Found.'],"02/13/2016, 15:24:00",1.8e-05,"02/13/2016, 15:18:00"
M1.0,"02/14/2016, 19:29:00",2016-02-14T19:20:00-FLR-001,['None Found.'],"02/14/2016, 19:26:00",1e-05,"02/14/2016, 19:20:00"
M1.1,"02/15/2016, 11:06:00",2016-02-15T10:41:00-FLR-001,['None Found.'],"02/15/2016, 11:00:00",1.1000000000000001e-05,"02/15/2016, 10:41:00"
C9.4,"02/17/2016, 05:07:00",2016-02-17T04:54:00-FLR-001,['None Found.'],"02/17/2016, 05:01:00",9.4e-06,"02/17/2016, 04:54:00"
C2.2,"03/16/2016, 06:57:00",2016-03-16T06:34:00-FLR-001,[{'activityID': '2016-03-16T07:00:00-CME-001'}],"03/16/2016, 06:45:00",2.2e-06,"03/16/2016, 06:34:00"
C2.8,"04/09/2016, 16:00:00",2016-04-09T12:08:00-FLR-001,[{'activityID': '2016-04-09T13:36:00-CME-001'}],"04/09/2016, 13:42:00",2.8e-06,"04/09/2016, 12:08:00"
M6.7,"04/18/2016, 00:39:00",2016-04-18T00:14:00-FLR-001,[{'activityID': '2016-04-18T00:36:00-CME-001'}],"04/18/2016, 00:29:00",6.7e-05,"04/18/2016, 00:14:00"
B5.8,"06/27/2016, 10:24:00",2016-06-27T09:42:00-FLR-001,[{'activityID': '2016-06-27T10:24:00-CME-001'}],"06/27/2016, 09:58:00",5.8e-07,"06/27/2016, 09:42:00"
C5.1,Invalid format / no data.,2016-07-07T07:49:00-FLR-001,['None Found.'],"07/07/2016, 07:56:00",5.0999999999999995e-06,"07/07/2016, 07:49:00"
C8.6,Invalid format / no data.,2016-07-10T00:53:00-FLR-001,[{'activityID': '2016-07-10T00:53:00-CME-001'}],"07/10/2016, 00:59:00",8.599999999999999e-06,"07/10/2016, 00:53:00"
M1.2,"07/21/2016, 01:15:00",2016-07-21T00:41:00-FLR-001,['None Found.'],"07/21/2016, 00:46:00",1.2e-05,"07/21/2016, 00:41:00"
M1.0,"07/21/2016, 03:15:00",2016-07-21T01:34:00-FLR-001,['None Found.'],"07/21/2016, 01:48:00",1e-05,"07/21/2016, 01:34:00"
M5.0,"07/23/2016, 02:23:00",2016-07-23T01:46:00-FLR-001,['None Found.'],"07/23/2016, 02:11:00",5e-05,"07/23/2016, 01:46:00"
M7.6,"07/23/2016, 05:24:00",2016-07-23T05:00:00-FLR-001,[{'activityID': '2016-07-23T05:24:00-CME-001'}],"07/23/2016, 05:16:00",7.6e-05,"07/23/2016, 05:00:00"
M5.5,"07/23/2016, 05:33:00",2016-07-23T05:27:00-FLR-001,[{'activityID': '2016-07-23T05:24:00-CME-001'}],"07/23/2016, 05:31:00",5.5e-05,"07/23/2016, 05:27:00"
M2.0,"07/24/2016, 06:32:00",2016-07-24T06:09:00-FLR-001,['None Found.'],"07/24/2016, 06:20:00",2e-05,"07/24/2016, 06:09:00"
M1.9,"07/24/2016, 18:12:00",2016-07-24T17:30:00-FLR-001,['None Found.'],"07/24/2016, 17:43:00",1.9e-05,"07/24/2016, 17:30:00"
M1.3,"08/07/2016, 14:48:00",2016-08-07T14:37:00-FLR-001,['None Found.'],"08/07/2016, 14:44:00",1.3000000000000001e-05,"08/07/2016, 14:37:00"
C8.9,"08/09/2016, 00:52:00",2016-08-09T00:34:00-FLR-001,['None Found.'],"08/09/2016, 00:42:00",8.9e-06,"08/09/2016, 00:34:00"
M1.0,"11/29/2016, 17:26:00",2016-11-29T17:19:00-FLR-001,['None Found.'],"11/29/2016, 17:23:00",1e-05,"11/29/2016, 17:19:00"
M1.2,"11/30/2016, 23:40:00",2016-11-29T23:29:00-FLR-001,['None Found.'],"11/29/2016, 23:38:00",1.2e-05,"11/29/2016, 23:29:00"
C4.0,"12/10/2016, 17:35:00",2016-12-10T16:48:00-FLR-001,[{'activityID': '2016-12-10T17:24:00-CME-001'}],"12/10/2016, 17:15:00",4e-06,"12/10/2016, 16:48:00"
C9.3,"01/21/2017, 07:37:00",2017-01-21T07:23:00-FLR-001,['None Found.'],"01/21/2017, 07:26:00",9.3e-06,"01/21/2017, 07:23:00"
C3.2,"03/27/2017, 12:43:00",2017-03-27T11:07:00-FLR-001,[{'activityID': '2017-03-27T12:12:00-CME-001'}],"03/27/2017, 11:12:00",3.2e-06,"03/27/2017, 11:07:00"
C5.1,"03/27/2017, 18:47:00",2017-03-27T17:55:00-FLR-001,['None Found.'],"03/27/2017, 18:20:00",5.0999999999999995e-06,"03/27/2017, 17:55:00"
C3.7,"04/01/2017, 20:13:00",2017-04-01T19:30:00-FLR-001,[{'activityID': '2017-04-01T20:12:00-CME-001'}],"04/01/2017, 19:56:00",3.7e-06,"04/01/2017, 19:30:00"
M4.4,"04/01/2017, 22:05:00",2017-04-01T21:35:00-FLR-001,[{'activityID': '2017-04-01T22:12:00-CME-001'}],"04/01/2017, 21:48:00",4.4000000000000006e-05,"04/01/2017, 21:35:00"
C8.0,"04/02/2017, 02:51:00",2017-04-02T02:43:00-FLR-001,['None Found.'],"04/02/2017, 02:46:00",8e-06,"04/02/2017, 02:43:00"
M5.3,"04/02/2017, 08:13:00",2017-04-02T07:48:00-FLR-001,[{'activityID': '2017-04-02T09:09:00-CME-001'}],"04/02/2017, 08:02:00",5.3e-05,"04/02/2017, 07:48:00"
M2.3,"04/02/2017, 13:11:00",2017-04-02T12:54:00-FLR-001,['None Found.'],"04/02/2017, 13:00:00",2.3e-05,"04/02/2017, 12:54:00"
M2.1,"04/02/2017, 19:28:00",2017-04-02T18:18:00-FLR-001,[{'activityID': '2017-04-02T20:09:00-CME-001'}],"04/02/2017, 18:38:00",2.1000000000000002e-05,"04/02/2017, 18:18:00"
M5.7,"04/02/2017, 20:38:00",2017-04-02T20:28:00-FLR-001,['None Found.'],"04/02/2017, 20:33:00",5.7e-05,"04/02/2017, 20:28:00"
M1.2,"04/03/2017, 01:12:00",2017-04-03T00:54:00-FLR-001,[{'activityID': '2017-04-03T01:48:00-CME-001'}],"04/03/2017, 01:05:00",1.2e-05,"04/03/2017, 00:54:00"
M5.8,"04/03/2017, 14:34:00",2017-04-03T14:21:00-FLR-001,[{'activityID': '2017-04-03T15:36:00-CME-001'}],"04/03/2017, 14:29:00",5.8e-05,"04/03/2017, 14:21:00"
C3.3,Invalid format / no data.,2017-04-18T09:29:00-FLR-001,[{'activityID': '2017-04-18T10:00:00-CME-001'}],"04/18/2017, 09:41:00",3.2999999999999997e-06,"04/18/2017, 09:29:00"
C5.5,Invalid format / no data.,2017-04-18T19:15:00-FLR-001,"[{'activityID': '2017-04-18T19:48:00-CME-001'}, {'activityID': '2017-04-18T23:39:00-SEP-001'}]","04/18/2017, 20:10:00",5.5e-06,"04/18/2017, 19:15:00"
C8.0,Invalid format / no data.,2017-06-02T17:51:00-FLR-001,['None Found.'],"06/02/2017, 17:57:00",8e-06,"06/02/2017, 17:51:00"
B3.1,Invalid format / no data.,2017-07-02T12:15:00-FLR-001,[{'activityID': '2017-07-02T13:25:00-CME-001'}],"07/02/2017, 12:39:00",3.1e-07,"07/02/2017, 12:15:00"
M1.3,"07/03/2017, 16:18:00",2017-07-03T15:37:00-FLR-001,['None Found.'],"07/03/2017, 16:15:00",1.3000000000000001e-05,"07/03/2017, 15:37:00"
M1.3,"07/09/2017, 03:37:00",2017-07-09T03:09:00-FLR-001,['None Found.'],"07/09/2017, 03:18:00",1.3000000000000001e-05,"07/09/2017, 03:09:00"
C8.4,"07/13/2017, 20:11:00",2017-07-13T20:01:00-FLR-001,['None Found.'],"07/13/2017, 20:05:00",8.4e-06,"07/13/2017, 20:01:00"
M2.4,"07/14/2017, 03:24:00",2017-07-14T01:07:00-FLR-001,"[{'activityID': '2017-07-14T01:36:00-CME-001'}, {'activityID': '2017-07-14T09:00:00-SEP-001'}]","07/14/2017, 02:09:00",2.4e-05,"07/14/2017, 01:07:00"
C5.8,Invalid format / no data.,2017-07-15T19:21:00-FLR-001,[{'activityID': '2017-07-15T21:24:00-CME-001'}],"07/15/2017, 19:36:00",5.7999999999999995e-06,"07/15/2017, 19:21:00"
C1.0,"08/15/2017, 02:17:00",2017-08-15T02:08:00-FLR-001,['None Found.'],"08/15/2017, 02:15:00",1e-06,"08/15/2017, 02:08:00"
C1.1,"08/15/2017, 14:50:00",2017-08-15T12:20:00-FLR-001,[{'activityID': '2017-08-15T13:48:00-CME-001'}],"08/15/2017, 13:51:00",1.1e-06,"08/15/2017, 12:20:00"
C7.0,"08/19/2017, 22:22:00",2017-08-19T21:28:00-FLR-001,[{'activityID': '2017-08-19T23:09:00-CME-001'}],"08/19/2017, 21:55:00",7e-06,"08/19/2017, 21:28:00"
M1.2,"08/20/2017, 02:30:00",2017-08-20T01:36:00-FLR-001,['None Found.'],"08/20/2017, 01:52:00",1.2e-05,"08/20/2017, 01:36:00"
C7.7,"09/02/2017, 17:27:00",2017-09-02T15:23:00-FLR-001,[{'activityID': '2017-09-02T16:00:00-CME-001'}],"09/02/2017, 15:41:00",7.699999999999999e-06,"09/02/2017, 15:23:00"
M1.2,"09/04/2017, 06:05:00",2017-09-04T05:36:00-FLR-001,['None Found.'],"09/04/2017, 05:49:00",1.2e-05,"09/04/2017, 05:36:00"
M1.5,"09/04/2017, 15:33:00",2017-09-04T15:11:00-FLR-001,[{'activityID': '2017-09-04T19:39:00-CME-001'}],"09/04/2017, 15:30:00",1.5000000000000002e-05,"09/04/2017, 15:11:00"
M1.0,"09/04/2019, 18:31:00",2017-09-04T18:05:00-FLR-001,[{'activityID': '2017-09-04T19:39:00-CME-001'}],"09/04/2017, 18:22:00",1e-05,"09/04/2017, 18:05:00"
M1.7,"09/04/2017, 19:52:00",2017-09-04T18:46:00-FLR-001,['None Found.'],"09/04/2017, 19:37:00",1.7e-05,"09/04/2017, 18:46:00"
M1.5,"09/04/2017, 20:06:00",2017-09-04T19:59:00-FLR-001,['None Found.'],"09/04/2017, 20:02:00",1.5000000000000002e-05,"09/04/2017, 19:59:00"
M5.5,"09/04/2017, 20:37:00",2017-09-04T20:15:00-FLR-001,"[{'activityID': '2017-09-04T20:36:00-CME-001'}, {'activityID': '2017-09-04T22:56:00-SEP-001'}, {'activityID': '2017-09-04T23:52:00-SEP-001'}, {'activityID': '2017-09-05T00:30:00-SEP-001'}, {'activityID': '2017-09-06T23:45:00-SEP-001'}]","09/04/2017, 20:33:00",5.5e-05,"09/04/2017, 20:15:00"
M2.1,"09/04/2017, 22:19:00",2017-09-04T22:10:00-FLR-001,['None Found.'],"09/04/2017, 22:14:00",2.1000000000000002e-05,"09/04/2017, 22:10:00"
M4.2,"09/05/2017, 01:11:00",2017-09-05T01:04:00-FLR-001,['None Found.'],"09/05/2017, 01:08:00",4.2000000000000004e-05,"09/05/2017, 01:04:00"
M1.0,"09/05/2017, 04:04:00",2017-09-05T03:42:00-FLR-001,['None Found.'],"09/05/2017, 03:51:00",1e-05,"09/05/2017, 03:42:00"
M3.2,"09/05/2017, 05:07:00",2017-09-05T04:33:00-FLR-001,['None Found.'],"09/05/2017, 04:53:00",3.2000000000000005e-05,"09/05/2017, 04:33:00"
M3.8,"09/05/2017, 06:43:00",2017-09-05T06:34:00-FLR-001,['None Found.'],"09/05/2017, 06:40:00",3.8e-05,"09/05/2017, 06:34:00"
M2.3,"09/05/2017, 17:51:00",2017-09-05T17:37:00-FLR-001,['None Found.'],"09/05/2017, 17:43:00",2.3e-05,"09/05/2017, 17:37:00"
X2.2,"09/06/2017, 09:17:00",2017-09-06T08:57:00-FLR-001,['None Found.'],"09/06/2017, 09:10:00",0.00022000000000000003,"09/06/2017, 08:57:00"
X9.3,"09/06/2017, 12:10:00",2017-09-06T11:53:00-FLR-001,"[{'activityID': '2017-09-06T12:24:00-CME-001'}, {'activityID': '2017-09-06T23:30:00-SEP-001'}]","09/06/2017, 12:02:00",0.0009300000000000002,"09/06/2017, 11:53:00"
M2.5,"09/06/2017, 16:03:00",2017-09-06T15:51:00-FLR-001,['None Found.'],"09/06/2017, 15:56:00",2.5e-05,"09/06/2017, 15:51:00"
M1.4,"09/06/2017, 19:35:00",2017-09-06T19:20:00-FLR-001,['None Found.'],"09/06/2017, 19:30:00",1.4e-05,"09/06/2017, 19:20:00"
M1.2,"09/06/2017, 23:44:00",2017-09-06T23:33:00-FLR-001,['None Found.'],"09/06/2017, 23:39:00",1.2e-05,"09/06/2017, 23:33:00"
M2.4,"09/07/2017, 05:08:00",2017-09-07T05:00:00-FLR-001,['None Found.'],"09/07/2017, 05:02:00",2.4e-05,"09/07/2017, 05:00:00"
M1.4,"09/07/2017, 09:58:00",2017-09-07T09:50:00-FLR-001,['None Found.'],"09/07/2017, 09:54:00",1.4e-05,"09/07/2017, 09:50:00"
M7.3,"09/07/2017, 10:18:00",2017-09-07T10:11:00-FLR-001,[{'activityID': '2017-09-07T10:48:00-CME-001'}],"09/07/2017, 10:15:00",7.3e-05,"09/07/2017, 10:11:00"
X1.3,"09/07/2017, 14:55:00",2017-09-07T14:20:00-FLR-001,[{'activityID': '2017-09-07T15:12:00-CME-001'}],"09/07/2017, 14:36:00",0.00013000000000000002,"09/07/2017, 14:20:00"
M3.9,"09/08/2017, 00:14:00",2017-09-07T23:51:00-FLR-001,[{'activityID': '2017-09-07T23:36:00-CME-001'}],"09/07/2017, 23:59:00",3.9e-05,"09/07/2017, 23:51:00"
M1.3,"09/08/2017, 02:29:00",2017-09-08T02:19:00-FLR-001,['None Found.'],"09/08/2017, 02:24:00",1.3000000000000001e-05,"09/08/2017, 02:19:00"
M1.2,"09/08/2017, 03:46:00",2017-09-08T03:39:00-FLR-001,[{'activityID': '2017-09-08T04:17:00-CME-001'}],"09/08/2017, 03:43:00",1.2e-05,"09/08/2017, 03:39:00"
M8.1,"09/08/2017, 07:58:00",2017-09-08T07:40:00-FLR-001,[{'activityID': '2017-09-08T07:24:00-CME-001'}],"09/08/2017, 07:49:00",8.1e-05,"09/08/2017, 07:40:00"
M3.0,"09/08/2017, 16:04:00",2017-09-08T15:09:00-FLR-001,['None Found.'],"09/08/2017, 15:47:00",3.0000000000000004e-05,"09/08/2017, 15:09:00"
M2.1,"09/09/2017, 23:56:00",2017-09-08T23:34:00-FLR-001,['None Found.'],"09/08/2017, 23:45:00",2.1000000000000002e-05,"09/08/2017, 23:34:00"
M1.1,"09/09/2017, 04:43:00",2017-09-09T04:14:00-FLR-001,['None Found.'],"09/09/2017, 04:28:00",1.1000000000000001e-05,"09/09/2017, 04:14:00"
M3.7,"09/09/2017, 11:42:00",2017-09-09T10:51:00-FLR-001,['None Found.'],"09/09/2017, 11:04:00",3.7000000000000005e-05,"09/09/2017, 10:51:00"
M1.1,"09/10/2017, 00:41:00",2017-09-09T22:04:00-FLR-001,['None Found.'],"09/09/2017, 23:54:00",1.1000000000000001e-05,"09/09/2017, 22:04:00"
C9.0,"09/10/2017, 03:47:00",2017-09-10T02:39:00-FLR-001,['None Found.'],"09/10/2017, 03:09:00",9e-06,"09/10/2017, 02:39:00"
X8.2,"09/10/2017, 16:31:00",2017-09-10T15:35:00-FLR-001,"[{'activityID': '2017-09-10T16:09:00-CME-001'}, {'activityID': '2017-09-10T16:25:00-SEP-001'}, {'activityID': '2017-09-10T16:45:00-SEP-001'}, {'activityID': '2017-09-10T20:00:00-SEP-001'}]","09/10/2017, 16:06:00",0.00082,"09/10/2017, 15:35:00"
B9.8,"09/11/2017, 10:17:00",2017-09-11T10:08:00-FLR-001,['None Found.'],"09/11/2017, 10:10:00",9.8e-07,"09/11/2017, 10:08:00"
C3.0,"09/12/2017, 07:48:00",2017-09-12T07:23:00-FLR-001,"[{'activityID': '2017-09-12T08:09:00-CME-001'}, {'activityID': '2017-09-13T05:33:00-SEP-001'}]","09/12/2017, 07:29:00",3e-06,"09/12/2017, 07:23:00"
C1.6,"09/12/2017, 19:28:00",2017-09-12T19:03:00-FLR-001,[{'activityID': '2017-09-13T05:33:00-SEP-001'}],"09/12/2017, 19:20:00",1.6e-06,"09/12/2017, 19:03:00"
B1.4,"09/13/2017, 08:09:00",2017-09-13T07:39:00-FLR-001,['None Found.'],"09/13/2017, 07:48:00",1.3999999999999998e-07,"09/13/2017, 07:39:00"
B5.4,"09/20/2017, 13:00:00",2017-09-20T12:32:00-FLR-001,['None Found.'],"09/20/2017, 12:43:00",5.4e-07,"09/20/2017, 12:32:00"
B8.4,"09/20/2017, 19:49:00",2017-09-20T19:28:00-FLR-001,['None Found.'],"09/20/2017, 19:32:00",8.4e-07,"09/20/2017, 19:28:00"
C1.8,"09/26/2017, 02:43:00",2017-09-26T02:31:00-FLR-001,['None Found.'],"09/26/2017, 02:34:00",1.8e-06,"09/26/2017, 02:31:00"
C1.7,"09/27/2017, 01:16:00",2017-09-27T00:49:00-FLR-001,['None Found.'],"09/27/2017, 01:00:00",1.6999999999999998e-06,"09/27/2017, 00:49:00"
M1.1,"10/21/2017, 23:37:00",2017-10-20T23:10:00-FLR-001,[{'activityID': '2017-10-21T00:12:00-CME-001'}],"10/20/2017, 23:28:00",1.1000000000000001e-05,"10/20/2017, 23:10:00"
C1.1,"02/04/2018, 20:46:00",2018-02-04T20:18:00-FLR-001,['None Found.'],"02/04/2018, 20:24:00",1.1e-06,"02/04/2018, 20:18:00"
C1.5,"02/12/2018, 03:21:00",2018-02-12T00:15:00-FLR-001,[{'activityID': '2018-02-12T01:25:00-CME-001'}],"02/12/2018, 01:35:00",1.5e-06,"02/12/2018, 00:15:00"
C4.6,"03/30/2018, 08:08:00",2018-03-30T07:57:00-FLR-001,[{'activityID': '2018-03-30T08:48:00-CME-001'}],"03/30/2018, 08:04:00",4.599999999999999e-06,"03/30/2018, 07:57:00"
C3.3,"05/28/2018, 17:40:00",2018-05-28T17:06:00-FLR-001,['None Found.'],"05/28/2018, 17:14:00",3.2999999999999997e-06,"05/28/2018, 17:06:00"
C5.0,Invalid format / no data.,2019-01-26T13:13:00-FLR-001,['None Found.'],"01/26/2019, 13:22:00",4.9999999999999996e-06,"01/26/2019, 13:13:00"
C5.2,Invalid format / no data.,2019-01-30T05:57:00-FLR-001,['None Found.'],"01/30/2019, 06:11:00",5.2e-06,"01/30/2019, 05:57:00"
C1.3,Invalid format / no data.,2019-03-08T03:07:00-FLR-001,[{'activityID': '2019-03-08T04:17:00-CME-001'}],"03/08/2019, 03:18:00",1.3e-06,"03/08/2019, 03:07:00"
B6.1,Invalid format / no data.,2019-03-20T07:05:00-FLR-001,[{'activityID': '2019-03-20T08:24:00-CME-001'}],"03/20/2019, 07:14:00",6.1e-07,"03/20/2019, 07:05:00"
C4.8,Invalid format / no data.,2019-03-20T10:35:00-FLR-001,[{'activityID': '2019-03-20T08:24:00-CME-001'}],"03/20/2019, 11:18:00",4.8e-06,"03/20/2019, 10:35:00"
C5.6,Invalid format / no data.,2019-03-21T03:08:00-FLR-001,['None Found.'],"03/21/2019, 03:12:00",5.6e-06,"03/21/2019, 03:08:00"
C9.9,Invalid format / no data.,2019-05-06T05:04:00-FLR-001,['None Found.'],"05/06/2019, 05:10:00",9.9e-06,"05/06/2019, 05:04:00"
